,naver_pk
2473,"37.5823681302, 127.0432137070"
2474,"37.5791813238, 127.0362270799"
2475,"37.5687132661, 127.0698016282"
2476,"37.5951644291, 127.0598329088"
2477,"37.5803301904, 127.0367796534"
2478,"37.5843613820, 127.0435017514"
2479,"nan, nan"
2480,"37.5625183392, 127.0656287515"
2481,"nan, nan"
2482,"37.5802640691, 127.0364515357"
2483,"nan, nan"
2484,"37.5703166442, 127.0673774510"
2485,"37.5750014386, 127.0271341796"
2486,"37.5764376713, 127.0248734285"
2487,"37.5713595457, 127.0729858506"
2488,"37.5754142552, 127.0301821090"
2489,"37.5618753538, 127.0663351289"
2490,"37.5743954788, 127.0377708746"
2491,"37.5866601596, 127.0336217620"
2492,"37.5768347163, 127.0584024888"
2493,"37.6031512690, 127.0644406989"
2494,"37.5991021517, 127.0611786287"
2495,"37.5927596577, 127.0582613917"
2496,"37.5706145819, 127.0724348765"
2497,"37.5778213556, 127.0401500696"
2498,"nan, nan"
2499,"37.5761899944, 127.0412559964"
2500,"nan, nan"
2501,"37.5801580456, 127.0410462553"
2502,"37.5847495353, 127.0434868061"
2503,"37.5623342310, 127.0609886218"
2504,"37.5753460317, 127.0477149201"
2505,"nan, nan"
2506,"37.5786036509, 127.0580109241"
2507,"37.5660472880, 127.0544314189"
2508,"nan, nan"
2509,"37.5773467134, 127.0255817243"
2510,"37.5678043614, 127.0691560382"
2511,"nan, nan"
2512,"37.5844615384, 127.0499602882"
2513,"37.6001674013, 127.0623678525"
2514,"nan, nan"
2515,"37.5821864418, 127.0482233133"
2516,"37.5815375595, 127.0380817421"
2517,"nan, nan"
2518,"nan, nan"
2519,"nan, nan"
2520,"nan, nan"
2521,"37.5773108256, 127.0477260227"
2522,"37.5789224208, 127.0440509329"
2523,"37.5787108507, 127.0455198024"
2524,"37.5785979731, 127.0433198685"
2525,"37.5919302190, 127.0574970184"
2526,"37.5617127661, 127.0710628572"
2527,"37.5618265219, 127.0711294037"
2528,"37.5854592060, 127.0431087286"
2529,"37.5761186367, 127.0420195222"
2530,"nan, nan"
2531,"37.5850528031, 127.0200916953"
2532,"37.5716878120, 127.0501085333"
2533,"37.5632494974, 127.0595089063"
2534,"37.5784920140, 127.0687573534"
2535,"37.5691066785, 127.0689708117"
2536,"37.5745157009, 127.0489718403"
2537,"37.5790358611, 127.0433064239"
2538,"37.5714079422, 127.0714920306"
2539,"nan, nan"
2540,"37.5784693244, 127.0435285498"
2541,"37.5636967247, 127.0577494488"
2542,"37.6028441118, 127.0624473202"
2543,"37.5792924522, 127.0253869905"
2544,"37.5743499528, 127.0241207336"
2545,"37.5678944277, 127.0632713738"
2546,"37.5907599573, 127.0566756768"
2547,"nan, nan"
2548,"37.5721447856, 127.0662232270"
2549,"37.5708018445, 127.0704399684"
2550,"37.5701520589, 127.0714692098"
2551,"37.5795811068, 127.0446123891"
2552,"37.5790463488, 127.0263996753"
2553,"37.5713060823, 127.0740538152"
2554,"nan, nan"
2555,"37.5689685801, 127.0505968407"
2556,"37.5776308842, 127.0422195030"
2557,"37.5966550031, 127.0626611454"
2558,"37.5783708223, 127.0591243709"
2559,"37.5823330570, 127.0483857568"
2560,"37.5975343737, 127.0994019814"
2561,"37.5710481986, 127.0702518407"
2562,"37.5788863452, 127.0448637510"
2563,"37.5788279498, 127.0427072029"
2564,"37.5707695046, 127.0720724581"
2565,"nan, nan"
2566,"37.5865735111, 127.0467712604"
2567,"37.6159324336, 127.0758091432"
2568,"37.5896405755, 127.0923418629"
2569,"37.5990980372, 127.0994090441"
2570,"37.5996284232, 127.0956252622"
2571,"37.5810092443, 127.0870054823"
2572,"37.6007300427, 127.1080746715"
2573,"37.5945455526, 127.0794997701"
2574,"37.5954192852, 127.0890331770"
2575,"37.6062782115, 127.0788880197"
2576,"37.5812384064, 127.0878038961"
2577,"37.5835567500, 127.0879278731"
2578,"37.6022181661, 127.0786246298"
2579,"37.5894503392, 127.0885088555"
2580,"37.5933665711, 127.0716742723"
2581,"37.5861286115, 127.0794450770"
2582,"37.5954246789, 127.0908230707"
2583,"37.5896839482, 127.0966864783"
2584,"37.5917996337, 127.0751864720"
2585,"37.5951076712, 127.0830470637"
2586,"37.5959031587, 127.0937506525"
2587,"37.5942101723, 127.0784694550"
2588,"37.5960412765, 127.0898165968"
2589,"37.5870096368, 127.0805901126"
2590,"37.5963828314, 127.0885191044"
2591,"37.5951250141, 127.0911672757"
2592,"37.5837616449, 127.0887584415"
2593,"37.5962796790, 127.0888641229"
2594,"37.5809978556, 127.0871766456"
2595,"37.5955148614, 127.0889388537"
2596,"37.5946967437, 127.0773226918"
2597,"37.5923205034, 127.0837421373"
2598,"37.6012954953, 127.0781674037"
2599,"37.6013463418, 127.1049557238"
2600,"37.5925159154, 127.0734804852"
2601,"37.5998554385, 127.0990535706"
2602,"37.5958988051, 127.0898491504"
2603,"37.5899708809, 127.0736290260"
2604,"37.5963463208, 127.0887862963"
2605,"37.6077138484, 127.0786177300"
2606,"37.5798794058, 127.0882095176"
2607,"37.5964094705, 127.0886793640"
2608,"37.5894722293, 127.0865704725"
2609,"37.5950841794, 127.0870157525"
2610,"37.5950497014, 127.0827135272"
2611,"37.5905576818, 127.0736533816"
2612,"37.5959043607, 127.0894147892"
2613,"37.6161794624, 127.0757032644"
2614,"37.5955978284, 127.0888381741"
2615,"37.5955192496, 127.0834224388"
2616,"37.5932942009, 127.0805109472"
2617,"37.5955943059, 127.0906271554"
2618,"37.6000432684, 127.1000464888"
2619,"37.5863279796, 127.0792091118"
2620,"37.5956752847, 127.0905362133"
2621,"37.5961394518, 127.0899778481"
2622,"37.5980991306, 127.0934266031"
2623,"37.5734586022, 127.0840787260"
2624,"37.5955786694, 127.0938039183"
2625,"37.5981180800, 127.0935043081"
2626,"37.5870794832, 127.0809566849"
2627,"37.5905080802, 127.0933352507"
2628,"37.5968005086, 127.0892665034"
2629,"37.5969724299, 127.0799483895"
2630,"37.5915319050, 127.0864366450"
2631,"37.5955164855, 127.0907116468"
2632,"37.5979565273, 127.0937378285"
2633,"37.5809280453, 127.0887262085"
2634,"37.5727418168, 127.0842670766"
2635,"37.5957622089, 127.0904466370"
2636,"37.5961855757, 127.0893940640"
2637,"37.5836400766, 127.0794339412"
2638,"37.5943169974, 127.0721666115"
2639,"37.5899432908, 127.0726429175"
2640,"37.5964697222, 127.0946283716"
2641,"37.5962776436, 127.0895306225"
2642,"37.5989105889, 127.0781437329"
2643,"37.6140080087, 127.0765132650"
2644,"nan, nan"
2645,"37.5960373079, 127.0888700626"
2646,"37.5835790252, 127.0899334057"
2647,"37.5934549782, 127.0713440627"
2648,"37.5799530728, 127.0864288048"
2649,"37.5865352310, 127.0779564347"
2650,"37.5958009841, 127.0902864573"
2651,"37.5893605574, 127.0883256649"
2652,"37.6032506313, 127.1032683205"
2653,"nan, nan"
2654,"nan, nan"
2655,"37.5809061216, 127.0904275301"
2656,"nan, nan"
2657,"37.5981420408, 127.0960912591"
2658,"37.5921670752, 127.0764225088"
2659,"37.5783381900, 127.0854823309"
2660,"37.5784565586, 127.0865020188"
2661,"37.5864488892, 127.0878710418"
2662,"37.5934983381, 127.0912010722"
2663,"37.5941973384, 127.0794716579"
2664,"37.5921782569, 127.0808707188"
2665,"37.5962589310, 127.0942397083"
2666,"37.5803828694, 127.0876201688"
2667,"37.5731838771, 127.0829492456"
2668,"37.5955057270, 127.0853239617"
2669,"37.5961783613, 127.0894025480"
2670,"37.5983010248, 127.0949169570"
2671,"37.5942880365, 127.0784415684"
2672,"37.5907562157, 127.0738691611"
2673,"37.5912950131, 127.0732844202"
2674,"37.5960412765, 127.0898165968"
2675,"37.5931749929, 127.0791891931"
2676,"37.5954117057, 127.0890480016"
2677,"37.5957488458, 127.0764706729"
2678,"nan, nan"
2679,"37.5960373079, 127.0888700626"
2680,"37.5826650864, 127.0859030017"
2681,"37.5963768059, 127.1000119120"
2682,"37.5934417287, 127.0716496601"
2683,"nan, nan"
2684,"37.5956866412, 127.0943277622"
2685,"37.5960582125, 127.0895830138"
2686,"37.6164540547, 127.0767245201"
2687,"37.5941403187, 127.0782382754"
2688,"37.5962666635, 127.0884391361"
2689,"37.5955478399, 127.0903593006"
2690,"37.5981401792, 127.0937001241"
2691,"37.6009051215, 127.1051641490"
2692,"37.5791132480, 127.0877835134"
2693,"37.5958457489, 127.0936581811"
2694,"37.5958568718, 127.0903698654"
2695,"37.5924305975, 127.0733258433"
2696,"37.5983967420, 127.0797774514"
2697,"37.5957789962, 127.0935309353"
2698,"37.6175409315, 127.0798262182"
2699,"37.5895571494, 127.0971609532"
2700,"37.5953401081, 127.0908981551"
2701,"37.5977143806, 127.0954868146"
2702,"37.5806057001, 127.0902315375"
2703,"37.6124034097, 127.0768342976"
2704,"37.5994797609, 127.1012415484"
2705,"37.5955238202, 127.0934365184"
2706,"37.5958604154, 127.0896218426"
2707,"37.5989139927, 127.0796560451"
2708,"37.5834673213, 127.0879951313"
2709,"37.5791876725, 127.0850729186"
2710,"37.5799560276, 127.0891193669"
2711,"37.5806225314, 127.0873802150"
2712,"37.5884128837, 127.0888193306"
2713,"37.6019280134, 127.1037415495"
2714,"37.6012179772, 127.1042140309"
2715,"37.5961256543, 127.0892823427"
2716,"nan, nan"
2717,"37.5873293139, 127.0815015513"
2718,"37.5868711077, 127.0820959143"
2719,"37.5956433698, 127.0894989496"
2720,"37.6022142018, 127.0761511471"
2721,"37.5985339003, 127.0932601199"
2722,"nan, nan"
2723,"37.5862725093, 127.0769836011"
2724,"37.5784531171, 127.0857855205"
2725,"37.5798743779, 127.0890260975"
2726,"nan, nan"
2727,"nan, nan"
2728,"nan, nan"
2729,"37.5962826102, 127.0861253080"
2730,"37.5920934787, 127.0757009397"
2731,"37.5986329355, 127.0960484068"
2732,"37.5811325474, 127.0877934695"
2733,"37.5719259666, 127.0837597083"
2734,"37.5948459865, 127.0827146606"
2735,"37.5960547849, 127.0895881052"
2736,"nan, nan"
2737,"nan, nan"
2738,"37.5899432908, 127.0726429175"
2739,"37.5960373079, 127.0888700626"
2740,"nan, nan"
2741,"37.5879908043, 127.0796808608"
2742,"37.5964482108, 127.0723000228"
2743,"37.5951916541, 127.0865440337"
2744,"37.5916621327, 127.0731949902"
2745,"37.6140034339, 127.0764820000"
2746,"37.5960373079, 127.0888700626"
2747,"37.5954627143, 127.0851233754"
2748,"37.5957085428, 127.0864346818"
2749,"37.5962863947, 127.0861248594"
2750,"37.5963565529, 127.0888383967"
2751,"nan, nan"
2752,"nan, nan"
2753,"nan, nan"
2754,"37.6052237720, 127.0795757980"
2755,"37.6011013675, 127.0791951023"
2756,"37.6160220008, 127.0790902969"
2757,"37.5805591055, 127.0881020895"
2758,"nan, nan"
2759,"37.5964386734, 127.0942463894"
2760,"nan, nan"
2761,"37.5945417016, 127.0852750769"
2762,"37.5963759788, 127.0897190506"
2763,"37.6061799393, 127.0289274927"
2764,"37.6052834135, 127.0111068779"
2765,"37.5896172354, 127.0184162853"
2766,"37.6005654498, 127.0348163765"
2767,"37.6138206929, 127.0505793045"
2768,"37.6053597197, 127.0280077070"
2769,"37.5923001281, 127.0183635022"
2770,"37.5920381508, 127.0169505696"
2771,"37.5934225469, 127.0167964367"
2772,"37.5925257122, 127.0179360031"
2773,"37.5938913033, 127.0187862469"
2774,"37.6073024190, 127.0603129653"
2775,"37.6115747425, 127.0298568283"
2776,"37.5834821039, 127.0211114606"
2777,"37.5929244237, 127.0183744125"
2778,"37.6006566527, 127.0347395278"
2779,"37.6057206753, 127.0255411554"
2780,"37.6019044933, 127.0417844318"
2781,"37.6188589329, 126.9976196434"
2782,"37.5935513918, 127.0173973828"
2783,"37.6136924557, 127.0467091834"
2784,"37.6026270295, 127.0331717773"
2785,"37.6106888156, 127.0618255290"
2786,"37.6025678118, 127.0404645962"
2787,"37.5941437208, 127.0190385911"
2788,"37.6060483655, 127.0286780653"
2789,"37.6071561916, 127.0613555551"
2790,"37.6022126668, 127.0315178888"
2791,"37.6163243053, 127.0043954967"
2792,"37.6096531587, 127.0605510011"
2793,"37.6039638508, 127.0232859239"
2794,"37.6067854483, 127.0608063226"
2795,"37.6021152043, 127.0218432984"
2796,"37.6015697288, 127.0340797446"
2797,"37.6060232411, 127.0317918627"
2798,"37.6061795173, 127.0280629407"
2799,"37.5892944705, 127.0186037056"
2800,"37.6222423859, 127.0512563879"
2801,"37.6100580436, 127.0560303747"
2802,"37.6016315773, 127.0339388982"
2803,"37.6013336056, 127.0212924833"
2804,"37.6073305734, 127.0614512830"
2805,"37.6045695887, 127.0246068078"
2806,"37.6012926991, 127.0343048581"
2807,"37.6005896742, 127.0345515155"
2808,"37.5939032687, 127.0171269545"
2809,"37.6135524543, 127.0482465054"
2810,"37.6039878754, 127.0229883187"
2811,"37.6079590557, 127.0360474837"
2812,"37.6071575937, 127.0278433734"
2813,"37.5688612907, 127.0231194636"
2814,"37.5939587420, 127.0173171963"
2815,"37.6063525118, 127.0316092166"
2816,"37.6030629837, 127.0383427580"
2817,"37.6055158093, 127.0321033084"
2818,"nan, nan"
2819,"37.5822809545, 127.0213065287"
2820,"37.5945156058, 127.0163275601"
2821,"37.6063943166, 127.0264894057"
2822,"nan, nan"
2823,"37.5971451474, 126.9843219560"
2824,"37.5800171502, 127.0252537614"
2825,"37.5936081698, 127.0166658097"
2826,"37.5925918217, 127.0180881995"
2827,"37.6015748398, 127.0205640585"
2828,"37.6058887033, 127.0279554707"
2829,"37.6093495752, 127.0077912634"
2830,"37.6122299865, 127.0563694037"
2831,"37.6035513466, 127.0120595871"
2832,"nan, nan"
2833,"37.6050167376, 127.0304538573"
2834,"37.6059642038, 127.0279659179"
2835,"37.6126124816, 127.0081722704"
2836,"nan, nan"
2837,"37.5889311291, 127.0064434668"
2838,"37.6094606237, 127.0317280908"
2839,"37.6054764858, 127.0377220327"
2840,"37.6033513072, 127.0230835891"
2841,"37.5933365050, 127.0147532824"
2842,"nan, nan"
2843,"nan, nan"
2844,"37.5956497237, 127.0196165825"
2845,"nan, nan"
2846,"37.5895133941, 127.0055864043"
2847,"37.6053962574, 127.0258238272"
2848,"37.6014606919, 127.0338258040"
2849,"37.5994201641, 127.0029147958"
2850,"37.6019180086, 127.0196141515"
2851,"37.6140777316, 127.0440990717"
2852,"nan, nan"
2853,"nan, nan"
2854,"37.6180820107, 126.9976103802"
2855,"37.6066533507, 127.0610050836"
2856,"37.6045856801, 127.0264414268"
2857,"37.5946399088, 127.0172004981"
2858,"37.6037203194, 127.0237066718"
2859,"37.6005787022, 127.0396471596"
2860,"37.6131452932, 127.0591465680"
2861,"nan, nan"
2862,"37.6057326337, 127.0276498652"
2863,"37.6047558861, 127.0305115075"
2864,"37.6129427172, 127.0572046710"
2865,"37.6024417516, 127.0336113102"
2866,"nan, nan"
2867,"nan, nan"
2868,"37.6055850807, 127.0263408754"
2869,"37.6069533707, 127.0104204833"
2870,"37.5947101707, 127.0366287699"
2871,"37.6015302017, 127.0339882262"
2872,"37.6087705772, 127.0587131910"
2873,"37.5907679337, 127.0117495472"
2874,"37.6014262306, 127.0339769678"
2875,"nan, nan"
2876,"37.6050146965, 127.0296234059"
2877,"37.6087579242, 127.0602213856"
2878,"37.5926332386, 127.0182751517"
2879,"37.5946210221, 127.0868358527"
2880,"37.5927187895, 127.0185529253"
2881,"37.5914690811, 127.0156693802"
2882,"37.5814641206, 127.0217625432"
2883,"37.6153119068, 127.0520575038"
2884,"37.6104858007, 127.0527785296"
2885,"nan, nan"
2886,"37.6163896329, 127.0496321050"
2887,"37.5892597098, 127.0047866805"
2888,"nan, nan"
2889,"nan, nan"
2890,"nan, nan"
2891,"nan, nan"
2892,"nan, nan"
2893,"nan, nan"
2894,"37.6041329931, 127.0410413053"
2895,"nan, nan"
2896,"37.6140777316, 127.0440990717"
2897,"37.6091063842, 127.0357232232"
2898,"nan, nan"
2899,"37.5908270147, 127.0164733831"
2900,"37.5490901443, 127.0071715261"
2901,"37.5877267548, 127.0049364885"
2902,"nan, nan"
2903,"37.5890236571, 127.0079823046"
2904,"37.6088077785, 127.0357821990"
2905,"37.6049215207, 127.0266570571"
2906,"37.6110899474, 127.0525013621"
2907,"37.6050446832, 127.0452886230"
2908,"37.5852107341, 127.0201689527"
2909,"37.6050680908, 127.0282949091"
2910,"37.6059217325, 127.0081983786"
2911,"nan, nan"
2912,"37.6069866707, 127.0274815848"
2913,"37.6000854526, 127.0400537725"
2914,"nan, nan"
2915,"37.6179913954, 127.0001555171"
2916,"37.6059100833, 127.0321006466"
2917,"nan, nan"
2918,"37.5995076365, 127.0358863419"
2919,"37.6129319132, 127.0545234492"
2920,"nan, nan"
2921,"37.6050354544, 127.0287528734"
2922,"37.6049844827, 127.0271279663"
2923,"37.6135832041, 127.0412900103"
2924,"nan, nan"
2925,"37.6095693970, 127.0093061894"
2926,"nan, nan"
2927,"37.6050167376, 127.0304538573"
2928,"37.6052104563, 127.0304313998"
2929,"37.6076980159, 127.0106761980"
2930,"nan, nan"
2931,"37.6179568966, 127.0515357098"
2932,"nan, nan"
2933,"37.6142439116, 127.0625577687"
2934,"37.5855171048, 127.0315366622"
2935,"37.6049984411, 127.0294134370"
2936,"nan, nan"
2937,"37.6119841621, 127.0547200544"
2938,"37.6063466598, 127.0490069707"
2939,"37.6053037112, 127.0602193935"
2940,"37.5908453048, 127.0164730475"
2941,"37.5937957836, 127.0171042835"
2942,"37.6069716856, 127.0291042450"
2943,"37.5937898621, 127.0169305852"
2944,"37.5925881874, 127.0182853313"
2945,"37.5925190181, 127.0186889775"
2946,"37.6070639018, 127.0493094830"
2947,"37.5937735318, 127.0164516128"
2948,"nan, nan"
2949,"nan, nan"
2950,"37.6045241435, 127.0247755319"
2951,"37.5978172387, 127.0326395771"
2952,"37.5989800380, 127.0361104154"
2953,"37.6043597965, 127.0260604958"
2954,"37.6051086401, 127.0271234814"
2955,"nan, nan"
2956,"37.6119921890, 127.0560466626"
2957,"37.5892662471, 127.0175736949"
2958,"37.5940687711, 127.0171937992"
2959,"37.6137100210, 127.0510685196"
2960,"37.6048753823, 127.0373221895"
2961,"37.5965185998, 127.0156645508"
2962,"37.6065453660, 127.0324489391"
2963,"nan, nan"
2964,"37.6067765325, 127.0607986143"
2965,"37.6149790486, 127.0558733459"
2966,"37.6153056698, 127.0539085731"
2967,"37.6033562304, 127.0125565918"
2968,"37.6051823343, 127.0279254220"
2969,"37.6039765427, 127.0242408252"
2970,"37.6051882268, 127.0285279071"
2971,"nan, nan"
2972,"37.6137977373, 127.0498983595"
2973,"37.6067542955, 127.0364934511"
2974,"37.6069547236, 127.0235554885"
2975,"nan, nan"
2976,"37.6051882268, 127.0285279071"
2977,"nan, nan"
2978,"37.6030731271, 127.0126704692"
2979,"37.6179598600, 126.9995297111"
2980,"37.6187901114, 126.9984618029"
2981,"37.6017124089, 127.0206336279"
2982,"37.6047174601, 127.0245160316"
2983,"37.6076110566, 127.0300681583"
2984,"37.6061512265, 127.0291765186"
2985,"37.5857672774, 127.0201692161"
2986,"37.6095096520, 127.0094240807"
2987,"37.5912159645, 127.0158777790"
2988,"37.5820043363, 127.0208762384"
2989,"nan, nan"
2990,"nan, nan"
2991,"37.6057098133, 127.0273723955"
2992,"37.6052816707, 127.0277247822"
2993,"37.6058222941, 127.0335148703"
2994,"37.6057978375, 127.0320358196"
2995,"37.6128557214, 127.0573084640"
2996,"37.6033455289, 127.0339476041"
2997,"37.5990461983, 127.0348192922"
2998,"nan, nan"
2999,"37.5892597098, 127.0047866805"
3000,"37.6019180086, 127.0196141515"
3001,"nan, nan"
3002,"37.5834540504, 127.0292838176"
3003,"nan, nan"
3004,"nan, nan"
3005,"37.5905433078, 127.0150052261"
3006,"nan, nan"
3007,"37.5919860853, 127.0375741396"
3008,"37.5859367319, 127.0303735089"
3009,"nan, nan"
3010,"37.5894529666, 127.0093882631"
3011,"37.6050849777, 127.0605192125"
3012,"37.6076274973, 127.0583388995"
3013,"37.6059807076, 127.0087508179"
3014,"nan, nan"
3015,"37.6112152816, 127.0526886654"
3016,"37.6114895079, 127.0091416380"
3017,"37.6096477519, 127.0605526956"
3018,"37.6048685860, 127.0268622439"
